"pid","assessed_value"
168,338241.765579445
169,22389.6962568174
170,317477.544648708
171,55369.8262227968
172,110884.706776098
173,380196.331707349
174,53600.8799387921
175,291858.158257894
176,202004.14304119
177,743758.313490958
178,110945.280994012
179,188978.696804118
180,324418.487520052
181,341889.18595811
182,30716.7090712957
183,84878.0459895198
184,213667.382166381
185,317472.024954634
186,114934.680278924
187,157861.225870986
188,227088.312143307
189,163292.501628004
190,653012.72219521
191,509723.673981315
192,280737.205819321
193,229858.272354857
194,667520.086844299
195,264387.748195268
196,78720.9255933816
197,170422.813762545
198,221413.308097127
199,244910.054761839
200,240087.411473745
201,195398.617513031
202,330622.336530996
203,49268.8397204647
204,204475.283219795
205,172546.408021064
206,274013.173797529
207,318429.042581885
208,284967.660569543
209,36992.5072033092
210,344641.115473509
211,223756.337135206
212,394860.441735132
213,217642.760663221
214,314022.24537929
215,246701.620101008
216,130378.027801365
217,409011.258399871
218,219157.295276663
219,37033.6922114819
220,224682.715328512
221,169543.966615365
222,301131.182694577
223,97104.1039549792
224,174028.666875282
225,1144001.54299261
226,522256.281034949
227,179673.873068737
228,154426.249711833
229,76944.1818703292
230,623212.747082706
231,217793.859505177
232,428959.907191824
233,121766.906930168
234,157326.187625211
235,1890885.83277473
236,349267.696787592
237,759816.233038294
238,136989.031543352
239,43768.0588920516
240,67032.1893727659
241,273029.774152907
242,822137.469648368
243,240406.667754102
244,528235.565077201
245,56815.1622212178
246,313002.093036268
247,834573.598287767
248,295128.440060489
249,276643.662290308
250,178139.097865453
251,342075.405507738
252,370026.176391603
253,217189.088798877
254,326557.766363782
255,69946.8714826858
256,494393.343031843
257,91233.1777714407
258,253645.355894155
259,404117.369961779
260,89695.4523444733
261,299764.336070617
262,74406.2667577539
263,254662.11684322
264,690493.769503208
265,93527.9908787017
266,196883.843846335
267,46756.3906960685
268,129750.711564162
269,47219.5103501853
270,956289.727187192
271,502596.752532469
272,149124.723557169
273,331226.445054406
274,180819.272613432
275,34557.3402375219
276,341672.767169334
277,95765.4838766342
278,201009.891906431
279,573538.802109694
280,161131.525810668
281,81415.1683903072
282,825710.477496081
283,88021.0508253608
284,336602.515886818
285,662180.03468235
286,239403.062699695
287,156888.136997115
288,1051479.77527888
289,371649.023938804
290,188581.017151865
291,140680.902315977
292,240335.226631306
293,611226.513239723
294,61141.6128462492
295,59597.9623526047
296,53744.6692443834
297,217871.228597901
298,160304.77343952
299,134297.868305203
300,1362235.39834702
301,255999.168635452
302,561830.357400116
303,737937.822982062
304,97374.1507033621
305,165802.794406213
306,1002052.96432962
307,264620.894409101
308,1567213.46030957
309,654637.743920955
310,81550.5864827231
311,180555.45337744
312,508690.046931212
313,180819.552895634
314,345335.424862596
315,414548.912008741
316,95413.3172911296
317,935540.030002932
318,54793.9050044972
319,240219.960083227
320,52614.155729242
321,605085.154590077
322,769307.003855907
323,509344.50452735
324,1770099.16973342
325,169502.386808409
326,55322.4781840978
327,1555832.61897185
328,297148.96970092
329,726025.934415535
330,278376.034053879
331,53743.1510893889
332,382001.094782534
333,255570.929126133
334,154198.028584481
335,315732.300860967
336,398803.538205516
337,569968.88167132
338,638447.315768367
339,64639.0136276144
340,162010.844825431
341,179881.935352872
342,173995.051877935
343,143641.004051507
344,341073.461385798
345,62299.8252195457
346,797873.564087178
347,195894.720401295
348,260822.838287427
349,319592.480525206
350,344176.092256613
351,91441.7372704649
352,784279.516360396
353,482333.602499462
354,223048.239357667
355,211772.615597579
356,520983.356277598
357,216951.472618575
358,374394.660352014
359,99795.7567376442
360,440240.078359467
361,424438.498039486
362,465993.69875458
363,202237.31747975
364,76403.6575768164
365,233295.136693538
366,48617.5526548308
367,176994.082871681
368,491712.229508883
369,294805.485872305
370,122954.134815217
371,268116.993605999
372,553126.490545628
373,309993.608716121
374,96167.7068593526
375,198608.265059661
376,395709.760655975
377,80581.6920685707
378,604068.75424126
379,365050.345596574
380,348253.016441635
381,297972.505840233
382,669517.849058848
383,245748.443881477
384,96219.4091828875
385,51959.8725129451
386,208037.77202951
387,454682.638116258
388,207878.068302178
389,64376.7853817027
390,258367.49319772
391,281748.792267735
392,293522.942001802
393,82652.0002842132
394,220583.597973698
395,176123.035441848
396,69702.1708424251
397,1061344.51914739
398,147124.952137318
399,229153.588290314
400,506951.886827333
401,1037662.54978178
402,138307.910337865
403,124252.500948536
404,104705.68179103
405,41468.2597775274
406,25042.7595163533
407,165485.382998059
408,354960.569641005
409,360636.478474222
410,354366.15182363
411,329189.464033961
412,145497.048867612
413,182223.098173203
414,405682.928309865
415,82127.5757205483
416,239538.813826762
417,1183322.88502767
418,159408.733203436
419,58677.1310742831
420,270476.059937189
421,974637.969841518
422,473071.132186781
423,261314.098349104
424,113288.059913052
425,53409.48456647
426,97031.4798190354
427,202841.70734056
428,224669.75579732
429,163210.203144928
430,115729.700938004
431,115127.034220177
432,222459.479691403
433,123936.252998514
434,209399.150442731
435,147619.636126021
436,363205.421929899
437,48811.8415005878
438,344282.408261864
439,143605.116833741
440,470120.71433052
441,335895.118904513
442,430183.284312522
443,224651.590275598
444,620337.555035214
445,237825.268784469
446,162669.103400431
447,229806.676917771
448,252416.707864777
449,38991.9990948379
450,270307.764747399
451,369057.39820391
452,249988.577167958
453,340289.125770301
454,195015.15226542
455,326227.24947841
456,881037.514785095
457,104593.955745982
458,206648.224511322
459,734448.100390252
460,334665.185185502
461,482164.781197193
462,293011.972890197
463,420473.608210849
464,22098.4020847028
465,269305.591632039
466,168604.192331151
467,145215.740538691
468,234783.831703496
469,69431.7377642776
470,236440.729255322
471,1342272.12074405
472,60083.5824190866
473,536225.368300355
474,547025.257980816
475,473572.110204485
476,311917.781862188
477,339792.24539107
478,545618.064655774
479,126264.808375645
480,125043.998916754
481,149242.954423162
482,201078.90937345
483,179518.274453813
484,734514.503232863
485,266414.886962301
486,279664.938644936
487,787291.640747658
488,36754.035588391
489,141110.211245403
490,123274.463028805
491,482819.688374347
492,92584.4814564952
493,286556.433433306
494,223292.810501308
495,103248.561491088
496,684248.764404019
497,404254.49311051
498,136752.374096596
499,357450.725892082
500,321085.754449054
501,159112.007289102
502,416782.034726024
503,79906.1037199412
504,58178.4018313822
505,242861.75906599
506,121329.100028232
507,66887.7447648735
508,338575.928370547
509,124132.182721467
510,979724.298578398
511,506386.301713331
512,264110.325097019
513,1690733.05574488
514,141251.957058578
515,734619.570289943
516,107972.101912185
517,289530.295773997
518,327396.93786996
519,242036.012544747
520,132688.1514746
521,741861.474630448
522,213892.475971703
523,238529.095412733
524,244925.617561816
525,306540.482011204
526,246573.232990205
527,40515.1993816173
528,599456.479106087
529,49255.758121022
530,295701.367647831
531,79116.8022090354
532,681261.900618873
533,986198.053502745
534,141279.465309282
535,106537.670968203
536,386384.613641896
537,318258.00020442
538,93435.5075063846
539,237736.556952141
540,146790.609081452
541,223758.436361887
542,93263.7289253216
543,154556.857327807
544,312283.038414206
545,226877.872490855
546,149096.375946876
547,25624.209629797
548,131893.420168405
549,939534.287700383
550,118993.533830825
551,382113.202852284
552,1085092.23601454
553,267325.391608878
554,198517.967033178
555,247063.193329141
556,91477.0968594528
557,226765.478602025
558,206771.802913881
559,181526.358248282
560,427859.561073388
561,347079.140279615
562,154994.101263586
563,84309.6498487776
564,151201.370300448
565,1203238.76766301
566,239317.777424776
567,308749.099284301
568,309732.358664805
569,159656.433936181
570,234770.61215491
571,405959.757260441
572,336454.065389647
573,143754.047335801
574,249795.494441729
575,115994.277033548
576,92159.8358369701
577,442275.946705365
578,657967.512293949
579,110329.684298209
580,92850.622640045
581,375013.063308906
582,235675.559568585
583,505933.086381497
584,218229.556624606
585,249289.96375634
586,349834.223616236
587,262882.78453878
588,291083.956353214
589,126857.362487819
590,215021.563211759
591,263871.946574622
592,92986.2620513202
593,365668.117026522
594,116492.749468724
595,148984.184837486
596,226069.354756876
597,97571.1728234611
598,208093.993678272
599,144740.346426891
600,53487.8394460374
601,65521.9018797354
602,80911.1880054837
603,67417.7188730854
604,204989.070749806
605,398676.708181659
606,180696.916801196
607,417145.22231833
608,402856.403632639
609,205838.141120005
610,41030.4577654041
611,172058.652720208
612,211876.457108162
613,84464.5827942006
614,140805.998088518
615,185459.737284978
616,653003.79627655
617,200608.441489183
618,47043.806941563
619,49411.5910135449
620,214900.361040372
621,368459.394045374
622,340877.608135446
623,219175.010032427
624,191228.690290254
625,436157.711712129
626,337263.542116165
627,207461.734292118
628,237990.885339886
629,280352.461645062
630,96297.8473255664
631,667347.357253186
632,303326.828864183
633,81358.2645536583
634,54184.336791708
635,166089.318528088
636,808442.172054626
637,490189.045890709
638,49779.8688764924
639,225032.837186586
640,226746.947288547
641,1148452.37372235
642,227766.01622241
643,620017.982392363
644,108566.789005456
645,56790.081880715
646,263293.132173963
647,132942.356234545
648,678389.332732426
649,80529.1371550612
650,276357.141005095
651,99089.4783786481
652,454016.007927633
653,594649.743812595
654,602328.166803553
655,635914.308438781
656,352630.384743863
657,333892.028912983
658,375963.393533052
659,202512.360637515
660,816089.24937267
661,672970.129783501
662,29261.1789329726
663,247684.172767333
664,1194358.58816316
665,106862.562407939
666,382703.951479744
667,263203.580236604
668,267839.268454645
669,52017.1974173132
670,77271.1891330295
671,239279.172884723
672,166964.898388955
673,69899.6073961128
674,511191.038941925
675,56093.5826519725
676,195857.92323804
677,154775.086790784
678,363764.372354734
679,414153.572955482
680,375030.913375782
681,195833.854680852
682,605033.925637848
683,344355.242658586
684,196074.804742461
685,131337.040119017
686,307846.773117164
687,316792.758976289
688,124074.512373108
689,253941.035619361
690,408264.626988158
691,912269.834044935
692,678272.328374824
693,318630.122244229
694,178519.560897547
695,160210.620341525
696,922148.525647495
697,202251.752317919
698,889236.426896098
699,108178.507483638
700,474941.30578783
701,157752.835325723
702,703638.741275944
703,162999.672145763
704,314293.992351047
705,362898.462460185
706,207583.095057568
707,220399.015002545
708,226365.004093487
709,574316.154410545
710,454925.150972321
711,105022.745518148
712,458576.296026282
713,183338.909589348
714,69049.9410533213
715,217071.772681673
716,222165.158610726
717,81694.4512657208
718,72670.5958697327
719,206424.54138986
720,273596.942475433
721,343684.645127623
722,311851.121894705
723,818317.151194667
724,1215411.2287234
725,813916.387061671
726,38260.5718690945
727,100445.445099757
728,281397.931634633
729,305497.34139869
730,223452.375021791
731,374827.267764008
732,51265.1450722667
733,68903.2263012586
734,578223.34096292
735,340017.540986302
736,112219.04407743
737,66883.5440712487
738,97223.9211681186
739,750251.787117463
740,493656.553397388
741,179813.614145743
742,240863.554303116
743,162080.774703456
744,728204.940762756
745,161922.374369542
746,276489.360431924
747,224603.045594771
748,298017.091672509
749,256198.777719568
750,375455.683526126
751,223723.081820995
752,22236.097682256
753,804463.400457651
754,179886.572523576
755,53347.4565785424
756,88792.3546794751
757,874649.409315366
758,254201.528390939
759,164194.388547395
760,69744.2509297897
761,124362.102443479
762,665439.209908793
763,146276.37174065
764,294306.938487922
765,86995.89243256
766,32134.6088949763
767,860358.673134902
768,93639.935035216
769,105023.071737556
770,208205.458320914
771,127571.02139016
772,39127.0966905663
773,303093.936670763
774,184533.920746521
775,82196.9198778717
776,200541.5543827
777,247270.679441439
778,292532.541160781
779,385682.995822655
780,552590.884316747
781,444938.925324587
782,58188.6355701515
783,476383.902339243
784,417514.936684833
785,102751.22061902
786,259104.714378457
787,373052.996270019
788,1219622.77495878
789,22504.9265199349
790,92971.4444236741
791,86943.929854053
792,447308.695570954
793,308754.669237606
794,116348.568748552
795,46135.6313813631
796,353326.379362072
797,278669.308066802
798,129670.338822847
799,781366.259430414
800,256698.705860121
801,289451.141028172
802,274245.673318596
803,50938.2834656132
804,184115.336956834
805,34472.0410797275
806,387510.592215197
807,155901.190815199
808,361366.600804658
809,734245.226220157
810,195981.108209924
811,31045.8560182925
812,866596.820688311
813,120194.366686785
814,1065313.36784701
815,386261.601288216
816,618133.378017731
817,284074.089080595
818,601540.176031368
819,324108.4179335
820,77284.2993678379
821,88232.422448716
822,574050.582841041
823,394305.289928719
824,290801.878186913
825,568987.063577768
826,198721.584785027
827,84505.9297355687
828,201064.114127321
829,187357.592073936
830,236919.56750622
831,134211.391847986
832,123590.931636781
833,169666.120590666
834,113243.553706055
835,80626.7474688602
836,69166.5479806513
837,133350.781958688
838,77098.6857401115
839,191075.223944856
840,179664.821742767
841,360456.398407606
842,68258.6669331488
843,288217.91228084
844,775210.77336539
845,260558.874361662
846,74133.3563683946
847,38018.2297770552
848,290065.422351004
849,135332.902588416
850,33215.7612295784
851,145362.086250275
852,102386.884082707
853,260057.836746747
854,224672.12383591
855,129201.052244618
856,43564.3174699935
857,649608.597716037
858,633999.679498461
859,953468.039466089
860,826644.830110043
861,258827.839324961
862,96668.5215334323
863,104564.870643871
864,227758.117510831
865,362043.40558819
866,149387.487044539
867,72734.6463907298
868,88591.0081702407
869,177737.577059627
870,228933.022589642
871,316127.431721224
872,88351.531647377
873,62989.0448394243
874,42609.0589984884
875,321492.700723884
876,72754.8405753581
877,380123.087228087
878,222409.99224374
879,302500.547994401
880,290876.412583594
881,80577.3764308576
882,171804.411712658
883,250185.426500158
884,124398.613052193
885,328155.879032697
886,431588.054710855
887,258929.099258633
888,191075.223944856
889,1157943.52742484
890,110157.291177643
891,192136.743426263
892,138172.628706262
893,260975.171847109
894,51273.8495968852
895,561594.115553507
896,386395.907331133
897,630301.987493429
898,310473.057648394
899,656217.857471852
900,224779.934165563
901,220061.423952838
902,285995.97472171
903,191150.319360764
904,113914.170517577
905,137345.009132386
906,1240519.43594
907,73285.1473081362
908,1652322.44877363
909,245195.925189129
910,231722.458900439
911,1171383.71707942
912,255393.930810089
913,619308.128963381
914,712815.457617366
915,514327.241298681
916,278229.180599255
917,85293.0401512004
918,1002360.65346816
919,121599.855302141
920,324427.44530499
921,102755.635584457
922,748400.903625857
923,321429.782706167
924,31551.9483306191
925,120245.818870235
926,481560.241840125
927,195555.031555486
928,276940.730582324
929,237534.646612229
930,231965.060502187
931,959105.819112817
932,556305.744784624
933,708893.119903379
934,375091.924156626
935,90178.9049306164
936,272510.8127518
937,558650.664979306
938,74334.4121519272
939,51286.8901237955
940,53045.7746298442
941,97157.6432315953
942,239959.096037458
943,243833.837991306
944,271451.85964628
945,392731.67576861
946,294758.182099898
947,221998.804882984
948,300779.828080189
949,209519.10437369
950,134827.788456092
951,471357.310714432
952,34582.8944692253
953,163649.723098259
954,420639.991226728
955,307075.176420144
956,284672.622566312
957,63215.2015664357
958,224919.687016255
959,375029.778478653
960,664751.890848242
961,639199.480087984
962,192774.924852523
963,218549.792919094
964,140661.219563958
965,235803.23803721
966,123152.595095035
967,57524.9581517061
968,322299.664269272
969,46791.3262764702
970,94851.7324427995
971,333883.271403857
972,612265.242073576
973,94845.6927694083
974,206833.567264816
975,343832.545864497
976,84578.8662435281
977,103928.527630391
978,548576.167715053
979,139070.102929917
980,102451.952160751
981,84914.155509814
982,109771.35680501
983,381690.869270809
984,59441.6724326002
985,160115.425982678
986,805811.285076325
987,177798.367377156
988,138410.488564543
989,108095.453675807
990,58809.6076801901
991,245535.89724577
992,77890.797876811
993,80890.5080499421
994,207766.603239402
995,197296.826133841
996,163516.754181498
997,397251.143911012
998,42669.7887317984
999,182283.101512422
1000,41128.2808299084
1001,131388.241518132
1002,525889.842895234
1003,220061.423952838
1004,211814.165660243
1005,58456.7503972858
1006,265479.151744812
1007,50138.2456606335
1008,268845.349171903
1009,513500.133722978
1010,281561.07210373
1011,66704.225110912
1012,300862.011480327
1013,672852.127355139
1014,360835.624325167
1015,330349.953437426
1016,375500.547223357
1017,212186.716149857
1018,150358.14630886
1019,79232.2656416805
1020,75193.3312713003
1021,194678.782248572
1022,329628.245403361
1023,479486.65847855
1024,888238.44991532
1025,108831.961799573
1026,228175.214851021
1027,108894.039015179
1028,463807.655985162
1029,228215.7526918
1030,378512.750058633
1031,346817.130394291
1032,642355.620461974
1033,74742.9799535213
1034,159686.153717318
1035,80295.9899945056
1036,55734.2800760224
1037,1947058.46586817
1038,278923.100036585
1039,63124.8768865103
1040,331415.247946964
1041,213143.096319997
1042,135640.881270203
1043,998383.916462051
1044,304795.409823994
1045,640736.62100852
1046,375774.096878224
1047,149468.71048896
1048,373018.331571432
1049,97613.2413700625
1050,81696.2860680812
1051,259496.163175436
1052,33251.6801019619
1053,65450.1253420317
1054,58778.8899068349
1055,37204.2539152975
1056,200510.316841714
1057,280760.570456606
1058,42274.8593401488
1059,233789.491278973
1060,82662.0232446366
1061,90110.6696843888
1062,177028.415345877
1063,409142.868222554
1064,869204.673771746
1065,197648.549360233
1066,546060.687107562
1067,507322.928961358
1068,81445.1801358035
1069,287249.7880151
1070,72315.8741953007
1071,175044.406525751
1072,319691.391942343
1073,180705.549503082
1074,397485.022723948
1075,117895.613665928
1076,865939.481444792
1077,280225.599135588
1078,281793.649687409
1079,59283.0424442424
1080,313943.33034279
1081,360008.034805987
1082,60794.7893127738
1083,281271.798589566
1084,276991.534085555
1085,246245.784610834
1086,61531.5210002859
1087,91187.0691986272
1088,111900.509037513
1089,138833.400070171
1090,307468.648306279
1091,168092.488707668
1092,92819.0920252482
1093,103263.340779186
1094,212127.055429067
1095,106968.304408009
1096,473160.233789779
1097,292931.673206258
1098,548680.571528738
1099,152564.525290631
1100,89586.5172960619
1101,281784.844803939
1102,272971.27070515
1103,321681.99820454
1104,667546.248970987
1105,310465.182437296
1106,175158.379355475
1107,39208.246310183
1108,384860.310020398
1109,76403.7780732619
1110,78607.6131926924
1111,1791712.05792341
1112,276031.121198106
1113,240988.703362544
1114,69006.5537612574
1115,207599.585396673
1116,387302.702022226
1117,268590.427340785
1118,134000.175047752
1119,206137.97851258
1120,222876.246814241
1121,519155.350627969
1122,377311.51283177
1123,130278.731629039
1124,129409.093450631
1125,278539.882897738
1126,448370.877877806
1127,324049.096838763
1128,267409.254243915
1129,322085.464928917
1130,107643.621857087
1131,138766.573419973
1132,563162.329490859
1133,295527.959359066
1134,235962.124496858
1135,56819.5679615537
1136,314636.177487269
1137,201646.989759278
1138,926483.917853308
1139,155619.113800975
1140,77428.0613224423
1141,387209.553849392
1142,401733.941968827
1143,680655.46845012
1144,48265.0037767039
1145,421592.607610941
1146,58925.9364041284
1147,41706.6669298813
1148,67270.9027875498
1149,478585.77737155
1150,119183.278518642
1151,91667.4901000718
1152,82043.2575772344
1153,136114.550828886
1154,152273.614179237
1155,206353.080381133
1156,284927.915676091
1157,818812.77240945
1158,325399.357982739
1159,188717.683311239
1160,197267.348384817
1161,271483.642580087
1162,86059.959229335
1163,71690.6609949844
1164,176772.791990413
1165,381304.165104552
1166,226594.899615658
1167,428502.258410946
1168,300754.876200243
1169,325249.91189302
1170,499282.243822522
1171,240971.465676827
1172,529404.784027417
1173,226609.380243067
1174,189456.368533896
1175,401292.727930609
1176,757802.616927347
1177,25563.0167798437
1178,979869.397801552
1179,193109.9740139
1180,130351.068560813
1181,431136.533151365
1182,573308.520651423
1183,520738.974063458
1184,325574.057053607
1185,229760.360536577
1186,253744.27583317
1187,220417.901028045
1188,293769.597232371
1189,201537.419343332
1190,595544.764036988
1191,401092.875252424
1192,82971.7823426185
1193,211181.401848235
1194,26247.7229691462
1195,143130.559774655
1196,289896.014267889
1197,100104.152107821
1198,79435.035093555
1199,246681.623696956
1200,30230.1176088743
1201,415925.829688507
1202,164168.18453239
1203,434034.165577201
1204,220651.587477498
1205,91170.7164710958
1206,250499.952005227
1207,76474.6875861277
1208,118918.401389912
1209,378446.937608925
1210,127777.800126965
1211,434472.20005645
1212,101823.100937612
1213,188801.231255712
1214,303252.545098625
1215,167158.862442246
1216,395776.098279004
1217,184608.002498199
1218,132502.271446984
1219,39680.2071128182
1220,117201.324139443
1221,417206.347150361
1222,190599.595402746
1223,275672.947430409
1224,256879.503168675
1225,432080.573525357
1226,1014331.9235536
1227,282103.927036052
1228,1306536.50682831
1229,298388.083626418
1230,456817.454634779
1231,163633.555244636
1232,331313.394628245
1233,234048.935845236
1234,450087.614914369
1235,228877.867964055
1236,30454.6012818824
1237,241121.228063096
1238,394309.806536288
1239,26622.7115005373
1240,47793.2077286581
1241,449164.90679757
1242,103606.386264035
1243,216001.706776375
1244,230380.1182347
1245,136893.796904573
1246,681699.337603226
1247,264419.353276969
1248,231548.246402577
1249,301802.320107539
1250,223614.605328905
1251,342213.974914707
1252,70175.1922593667
1253,227918.080950031
1254,284937.771146233
1255,39455.6661752128
1256,160212.966346613
1257,49491.7497256757
1258,74770.0056778348
1259,133485.475679525
1260,154999.843856662
1261,21877.7387087814
1262,249826.10372872
1263,311918.205100955
1264,756255.759238419
1265,674371.955622565
1266,278652.541720041
1267,30483.9583307185
1268,289238.871300298
1269,100140.254931082
1270,331126.989656697
1271,301074.298858521
1272,586825.361520694
1273,212625.494523081
1274,422636.139912631
1275,286758.145923667
1276,727992.617306485
1277,149741.331266124
1278,315425.904732085
1279,234028.616027688
1280,73135.2581044339
1281,250338.833021397
1282,249817.206139475
1283,750312.419513174
1284,203942.954693175
1285,318077.803540031
1286,1130115.72196236
1287,146891.489509585
1288,286558.672183665
1289,84914.7014995459
1290,651736.947833094
1291,297196.185050891
1292,503938.214779219
1293,57990.1344181171
1294,224667.357898998
1295,67761.8410374783
1296,478577.634246408
1297,334766.233960164
1298,192363.389195717
1299,78758.8622876443
1300,142820.601328337
1301,287870.115185318
1302,103107.516246106
1303,229738.577793328
1304,409345.982648099
1305,1152322.49779702
1306,50787.3274710185
1307,318764.72695089
1308,266066.794307385
1309,289099.213840512
1310,424319.861208479
1311,246496.246894352
1312,65231.3630970064
1313,145064.102610473
1314,191116.255847326
1315,236715.211124447
1316,240355.104137078
1317,434361.669140749
1318,140732.079673764
1319,193837.997525509
1320,451070.98621742
1321,170282.68983899
1322,319512.361216947
1323,288817.147879002
1324,1254678.06353037
1325,211336.503415081
1326,182439.257927919
1327,82048.3074172744
1328,242773.080094629
1329,233950.536353148
1330,262467.431157415
1331,188421.559380392
1332,614039.621910154
1333,529298.456902337
1334,49309.3034322473
1335,161581.674869473
1336,326254.623434639
1337,467123.01098811
1338,353660.391981091
1339,289728.19199848
1340,221526.730043431
1341,155775.98075986
1342,1175943.33534691
1343,175870.344008178
1344,237659.103205644
1345,238097.61088542
1346,287117.002277606
1347,104820.809842243
1348,130157.902664212
1349,753973.183435617
1350,146950.213541892
1351,309551.614503284
1352,52938.8540806695
1353,203817.191675632
1354,402443.163522867
1355,87098.8526292927
1356,311350.779619151
1357,116553.807580205
1358,521588.737405995
1359,528444.347205153
1360,191017.558948529
1361,333648.860737544
1362,229810.302282249
1363,321729.827617464
1364,376963.163440455
1365,235679.329133112
1366,292375.664769105
1367,511129.255816519
1368,219992.81419455
1369,208118.549965609
1370,423358.392748892
1371,253465.074182209
1372,619671.023001874
1373,195555.031555486
1374,973094.280222546
1375,222054.701208575
1376,77082.3373933922
1377,222561.059923737
1378,279472.434934454
1379,44540.1972679769
1380,336678.79477857
1381,62565.350810263
1382,55151.0135166229
1383,412540.256363417
1384,305840.634274025
1385,364077.923949468
1386,135780.924958927
1387,185206.733545359
1388,302479.772488407
1389,341014.877382459
1390,22617.6366640623
1391,771742.727834078
1392,99616.051788443
1393,106764.450302637
1394,407920.028582775
1395,96731.5702442972
1396,23984.6360604401
1397,294288.357130016
1398,377170.832157064
1399,182349.036371837
1400,223298.994758799
1401,517448.431114037
1402,135147.870186889
1403,234890.693150434
1404,351894.72223235
1405,255716.435539816
1406,286972.776230107
1407,253137.322260995
1408,307108.74352904
1409,80694.5298745688
1410,26590.010786867
1411,54172.437213918
1412,365854.178904033
1413,265450.212630947
1414,115585.190006327
1415,355034.273905757
1416,162264.707080971
1417,130322.201959543
1418,114076.264452243
1419,556736.260932914
1420,152375.36584812
1421,146611.245037413
1422,134444.501435191
1423,169347.391755633
1424,81880.3028025878
1425,145053.147734011
1426,148096.804125626
1427,194686.536324746
1428,276112.701519706
1429,159984.12564735
1430,143448.331322869
1431,86917.9921646046
1432,438393.198738643
1433,303155.63637474
1434,70016.7941415917
1435,196873.71933314
1436,265482.894154766
1437,424867.06292576
1438,1598284.94678296
1439,162195.12213663
1440,95891.2575990146
1441,709596.853464632
1442,74355.9325607483
1443,94198.1442924457
1444,107097.955038353
1445,1296996.33753599
1446,124719.883667231
1447,211080.933836556
1448,245693.18839584
1449,149408.298598619
1450,229978.32959343
1451,1107940.91650801
1452,247839.784736838
1453,257598.772615249
1454,59949.2310241515
1455,232762.807055519
1456,118842.208142486
1457,475698.823890564
1458,353136.68497292
1459,69009.5813021513
1460,83808.8263968025
1461,108054.720807167
1462,56960.9246496327
1463,385995.593824254
1464,206149.431688059
1465,964102.010391494
1466,292307.813300209
1467,189211.280368122
1468,155032.726753779
